ID	MB	COR	SHFT	DIF	W	CLASS
"RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)_5284"	"CLP1,TSEN2,TSEN54"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9995835974563501,0.9988937917017818,0.9941291549897209,0.9794500328249037,0.8774673222144243,0.713582077825222,0.46647183232569694,0.2509849785999821,0.1396610751426736,0.2098189893096862,0.32113212760478965,0.45250452007101943,0.599410005128544,0.7331847749170147,0.852454150071467,0.9400959671114683,0.9799675566041617,0.9847280530192236,0.9797114877769734,0.9757283664379077,0.9728628393115683,0.9839479479271827,0.9913981457823313,0.9922176881258874,0.9917227723021979,0.9908703959800341,0.986567206248879,0.9759082582389382,0.9601774113328997,0.93051710462804,0.9142823883942746,0.9558985980212809,0.9880559146204626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0	"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.475944080771467e-06,0.00018912700960268798,0.002473729470171193,0.018646292881800915,0.09560114685884367,0.22279076631700204,0.29914766818650157,0.28563608791808837,0.1915632953462226,0.0802615587339718,0.04028145631101299,0.08913261597117639,0.15284164450602178,0.12724368344915013,0.061250498487437056,0.04517406943746094,0.04570008519138965,0.0,0.05143764866283088,0.053977089738499684,0.10418582165763417,0.12253748231491608,0.09631053989967485,0.06144948934419752,0.024734354380898674,0.00470323081388757,0.00036339565443989727,1.059829316854373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"	5.333333333	3
"Dystrophin-glycoprotein complex DGC, skeletal muscle_340"	"DAG1,DMD"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.3071011485852128,-0.302476405275867,-0.35327948062100706,-0.44823132494709345,-0.6393235579752841,-0.8431375105849913,-0.8468858934900394,-0.6729546408201516,-0.42523482279219216,-0.19475386143872916,0.02444109996819081,0.263353950174747,0.5365959573975854,0.7645646098544173,0.8828887488773741,0.9527508970027481,0.9880437103319991,0.9971198780849061,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	14	"0.1781202070481635,0.2898669761716682,0.4734136046888477,0.6469520051741611,0.7726829715404203,0.8685837594815816,0.9472687107665719,0.9990570164001965,1.0,0.946698793544847,0.8691972484536755,0.7681230766600572,0.6580734030586125,0.5501634805875972,0.4802006600561855,0.47206606100283127,0.46658328281260614,0.41655587579540704,0.3611811654268803,0.3339252731240357,0.31668390651621603,0.2921664654358683,0.27277470640017765,0.2607108825888997,0.2150931739840958,0.14838072133986813,0.11958988925117156,0.1302382956441829,0.13343435858104769,0.11314901241518,0.07713947632042395,0.05437589323891539,0.04726381895144818,0.042368329055743066,0.03816118632554096,0.03421084855141378,0.029993011224032314,0.027570513986412,0.020685708539310697,0.0476551910465542,0.34896199950892504,0.8261278067637103,0.9920163537378442,0.697860950982277,0.27296794454517387,0.05035739691378224,0.003833081196177251,0.00011070341177180879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"	3.5	0
MTA1 complex_886	"HDAC1,HDAC2,MBD3,MTA1,RBBP4,RBBP7"	"0.948806617107365,0.8958276607704094,0.8188155881201185,0.5752676176352118,0.35372814958211796,0.5419098783391975,0.8565566943103777,0.9282328652072002,0.942743497696722,0.9493653308766259,0.9576199212273528,0.9671208340761177,0.9756201970228029,0.9803681599843418,0.9778473594157121,0.9786595041251777,0.978824716658518,0.9658784102498924,0.9499522480357072,0.9603829674329599,0.9741041901697481,0.9850907472706204,0.9914548155999462,0.9921946828077549,0.9891400599164996,0.9810791298490606,0.9599830438736839,0.8750025704912207,0.6075049219947384,0.353447170270365,0.1463527462546304,-0.025792508846580922,-0.07141950015751851,-0.07242127398432105,-0.043498005049547914,-0.05236881587577054,-0.02532990736070375,-0.023494409513829157,0.012696236977715419,0.22353450547619852,0.24375452452804405,0.23914517957746245,0.26483394383335396,0.2800693284847509,0.2592191360826906,0.23446701658514307,0.25453216028284975,0.3064101628337041,0.663066175621775,0.6333241721019723,0.6539528136329916,0.7094933830584389,0.701531188620677,0.5917531694746522,0.4647223810807614,0.44924409758998957,0.5695458517733062,0.7510451270656898,0.9603054866549469,0.9276717179284334,0.8351446170191762,0.6706990626660523,0.5930145874096168,0.6453746627512246,0.9642662999944228,0.9661783835572353,0.9168904530682109,0.8209985317646884,0.7668741722466792,0.8645331302565615,0.9999999999999998,nan"	0	"0.048074454511951574,0.09136179274594983,0.15340151567941732,0.1935392060857842,0.21177259700880524,0.23067242437034324,0.249566602923568,0.2672313177630547,0.28584388698430163,0.2902318851616043,0.2696629556329742,0.2297234117164114,0.20277905438151198,0.2046100993014109,0.25262252479757424,0.3380734773289928,0.3797009986884412,0.3695429152872185,0.3050590568370538,0.23333261787962792,0.20703081296609835,0.21633346454794597,0.23839421025623395,0.2479611117339842,0.22161047977625165,0.18901723729849118,0.15900843507947904,0.11367377318949012,0.09410640078675006,0.08572449333101974,0.0775650736212357,0.0739875785957294,0.06988197066015832,0.06829402695076216,0.0678903924940547,0.06315272068692161,0.05209339323216742,0.04635957826991485,0.04765721773778813,0.04950306485191727,0.04894839127992305,0.055434043733570526,0.06524797771414952,0.07482407407562526,0.09361463934650455,0.12636377724003361,0.18639649857314805,0.2801244276783647,0.34380676124248055,0.3417802372580368,0.3467072369410848,0.43799267744309633,0.5467083173188649,0.49888068179401035,0.3153231756923036,0.15377348747148192,0.08388817245499132,0.1376204288848868,0.19258838231532263,0.1612076557458053,0.07208582286478983,0.017404206204586683,0.00701091280100392,0.00692063686843923,0.006837429248364699,0.0053985997521875,0.003511754901348756,0.0021502791176366267,0.0013471948255907664,0.00094886358601845,0.0004958678564504834,0.0"	6.166666667	3
MICALL1-RAB13 complex_7333	"MICALL1,RAB13"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.4559619117608313,-0.43964756094998947,-0.5930288487430488,-0.6665852722168512,-0.5293162086235375,-0.3726747043179829,-0.4204317533228853,-0.6002504936604075,-0.6248328941708996,-0.33847271002501106,0.005525485705815181,0.18381045804762633,0.2088385050357813,0.017944494022979915,-0.1851885823630037,-0.39817177342108845,-0.6395292555507736,-0.8300855879941296,-0.8256522994084244,-0.5509515214181893,-0.24266220032945776,0.0031444531913369543,0.24395884815386865,0.41617838295562304,0.5113340226803164,0.43755367911139953,0.12009924061091701,-0.10704145731279528,-0.26323167655883395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	1	"0.0,0.000714773137327324,0.009595924033073995,0.05184978091021429,0.1370497747765561,0.23505816083572906,0.32335155817294436,0.38965879547964205,0.45323882133947063,0.5105432539013418,0.5235943451884054,0.4900352579080318,0.4499561553270831,0.40911729442737305,0.4026829301068062,0.46506809373281927,0.5429376424826208,0.574183518731078,0.568718529260981,0.5700468103795719,0.5954168200091907,0.6009075731974061,0.5832731661341992,0.560369517617221,0.5259491398615882,0.5025008938956728,0.46214707768627894,0.39586504314226945,0.3670576573792871,0.37862700358898055,0.3592692088968528,0.27721666213776447,0.20822363228741667,0.22581586403356385,0.19414018747778886,0.06099796606689162,0.10750075176515267,0.286024421363693,0.4880011050481857,0.6857681413557357,0.7389291775594765,0.5275325269349684,0.1802637873697292,0.10620530122534005,0.3132840562700173,0.4353566383425017,0.41844478943143665,0.33835487410247495,0.24066463178054645,0.1293045727898735,0.14645325039264587,0.28326454788819766,0.36786871377435193,0.40553595257411806,0.519013602479939,0.7590176318145881,0.9515158454593696,1.0,0.9402950333779659,0.8430269058088282,0.84747730598108,0.8580810239829045,0.7562511698602117,0.6332408603674518,0.5427868742306375,0.45380098466270385,0.3817289074597102,0.3374551768066675,0.2793212025353873,0.22800622533647968,0.17083098707823915,0.10798681254370737"	7	0
DNA ligase IV-XRCC4 complex_345	"LIG4,XRCC4"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.11609245108114662,0.28019942197810177,0.7838365329128942,0.9213416971988614,0.9671981143206324,0.9846196917450397,0.9925039992307031,0.9951843475446417,0.9932780909921959,0.9826118767482752,0.9664327879378032,0.9648968442480137,0.9690709622271119,0.9619668093619175,0.9522212292685044,0.9436388690301689,0.9280968527492267,0.8995185879817442,0.8590768607567931,0.8192307527360556,0.7829950115340056,0.7648046059115535,0.754890806841823,0.7214641715345502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0	"0.041666758845291786,0.10150236236645244,0.1771400965377027,0.2266781976477436,0.24831385231629977,0.27465979567783344,0.31197971135235886,0.3487632424569302,0.37860398542719664,0.39037251332683526,0.38433674300200626,0.358567502931567,0.3147955108767317,0.2775953824090173,0.2671862882415057,0.28508439150162196,0.3035181930361442,0.2960422348161312,0.2766582626780756,0.2668669525919213,0.25495492842102646,0.2392863811664029,0.24403980561978586,0.25430408715286856,0.2399351861655758,0.22533913681858417,0.21709581831597383,0.21200467597927222,0.22164287444331054,0.22874552236737405,0.2428560642245448,0.2730414944885628,0.27994816462808114,0.2092910175436114,0.06114581287778931,0.036982099224601384,0.0,0.13341248604345302,0.2925486135481564,0.40040717258503544,0.3943986382992171,0.3210470705557452,0.23445933681093914,0.16010702073633354,0.11095622764135699,0.07648832537046066,0.057315618923647144,0.04812801071860735,0.024631913834349595,0.005256577241937574,0.0004255029656421955,1.2758910914533375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"	4.5	3
TBCD-ARL2-tubulin(beta)-TBCE complex_6715	"ARL2,TBCD,TBCE,TUBB"	"0.8678624580609585,0.8727746080935227,0.7319027354313677,0.2635942117027429,-0.046372188733840046,-0.17122097872933026,-0.2514530914800026,-0.20991632221946124,-0.152181472325019,-0.10038755735248073,-0.04087826111271128,0.08449539307131267,0.22867650880702475,0.33043128429288365,0.3805754877487562,0.4042560940998052,0.7283366421362655,0.7902708490808852,0.7906717531128041,0.7811261812803038,0.7995978629061192,0.16376844216448072,0.16434804863694152,0.18304557510863054,0.16842395877149138,0.08068681899202969,0.20737975489315272,0.2839160148451662,0.41681486728054956,0.6920816122235864,0.9299739356763094,0.9649237474222274,0.9612082995047571,0.9664724144602207,0.9770254123146466,0.9718868876034125,0.9357937791842624,0.8748794713169615,0.7170759915842096,0.33637651856084716,0.14408278513997014,0.041323470388613226,0.015197234454350802,-0.005811500908957878,-0.03242987924611831,-0.03982994536129538,0.028483646449509275,0.16405783723245768,0.24873421193085607,0.2322010187742188,0.24350820508562676,0.2577630967383797,0.1930747253749375,-0.004199413971270948,-0.17157306309334933,-0.22911374397646908,-0.24464528783756,-0.23473817107842607,-0.14341401276318855,0.0264525045627997,0.13069683629284493,0.19173111731510994,0.19798526636026237,0.12206122721479856,0.17490698462312163,0.22512445062407646,0.6660996363922366,0.8317097418775972,0.9605763210512266,0.9954429960024734,1.0,nan"	4.166666667	"0.0008873682980795099,0.05309636599530745,0.12408722635742958,0.17836423823412376,0.2170225036252015,0.24059880217233806,0.2477975786860077,0.25591330483055885,0.2677693496040684,0.26898755693005705,0.24783077662568267,0.2034951223262034,0.15866970227526872,0.11971593847401547,0.11650861312154921,0.14938706006882174,0.1776919403554825,0.18233164107506392,0.18338964114422873,0.18391499268315625,0.18389603992358072,0.17456164824825152,0.16518365521654857,0.1651041591580906,0.1541097358087502,0.14460321617994998,0.136084954263681,0.13202218662758616,0.14027083658782719,0.13057927816585285,0.10533374252408327,0.09137334157168257,0.0889263027359194,0.08803183351030065,0.08686764499875478,0.08761822465036186,0.09507261760012718,0.10824130621923712,0.12176806570269805,0.13207019534486072,0.14592762907012102,0.3099461769624115,0.517539890163924,0.5482347052549551,0.38692885621897094,0.19451351158081262,0.17491913900472622,0.16647482819242077,0.2220229219711882,0.3322552411753479,0.529258062338044,0.6040717979261978,0.5987954285063534,0.5349572326592028,0.4275456358324044,0.3600472931062327,0.33966203924480826,0.33044593411244794,0.3093013280366835,0.288649013869881,0.30807471518928525,0.3342144610727942,0.31022011901273433,0.2792692314677156,0.26508312643717774,0.24569403612697957,0.2353748123002094,0.24346113265724237,0.26245120972421077,0.262597161151051,0.223873916835589,0.17032615833582895"	4.5	0
Dnm1l-Mff complex_6475	"DNM1L,MFF"	"0.6103848490595177,0.4126909832740362,0.21143798135242098,0.04364754414742171,0.11549694052483896,0.31216321387277485,0.4458910401417906,0.49914689787156796,-0.04817120229939088,-0.7346360876617237,-0.8917044798106473,-0.9475557717165133,-0.9778673682408987,-0.9673579164454496,-0.8846026476455697,-0.8432126419886394,-0.8402632569332763,-0.8342897384066554,-0.7943730958173548,-0.7711957545992271,-0.8111251145270462,-0.7648924321481965,-0.5267355824913825,-0.3579691044982075,-0.29711016340738783,-0.2868939247647765,-0.3109303653701222,-0.3359407381092865,-0.2906701433295861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	19	"0.06780683109913986,0.20190450795287262,0.4146343009192097,0.5973900646340087,0.7139016150073337,0.8018300736926318,0.8761038808537847,0.9416769331860827,0.998725377612389,0.9877395979438559,0.9191184277498949,0.8463597199415624,0.759726651621108,0.6481153925755714,0.5882950433915732,0.6125071514836942,0.6150276838067193,0.4873366327429495,0.2898666731926429,0.1722014121273229,0.19117654645444737,0.2262920909557332,0.22305568395082587,0.1971276307627976,0.1289468378472591,0.04403227552419743,0.0002753217647810634,0.008375689722363756,0.010100699284429774,0.011922336253820874,0.015766393040181313,0.025067944360827946,0.041016772441999874,0.061389951106518646,0.08080042575648949,0.09442460699766113,0.1272696289423431,0.25404041790076703,0.540856498451285,0.8699615432071321,1.0,0.858900476617922,0.5432273530978218,0.26539826532976696,0.12220288243092634,0.06393801363722089,0.039213648201071795,0.029481809760625886,0.02595638476421632,0.0237912856519295,0.02238879603368287,0.020630346866739625,0.0179122509445328,0.013053460951227086,0.006766635103715749,0.0021627890723356054,0.0006158133582328077,0.0013345750096883378,0.00281133239675648,0.00333812453732891,0.002656802320190372,0.0012034760650350682,0.00024190735650216562,1.912226868980865e-05,9.251675204301604e-07,1.2277474086134605e-05,0.00015760245194752198,0.0008107610688892334,0.0018934934380386431,0.0024722885827444703,0.0020780579768536213,0.0012102066143895114"	2.5	0
Anaphase-promoting complex_96	"ANAPC1,ANAPC2,ANAPC4,ANAPC5,ANAPC7,CDC16,CDC23,CDC27"	"0.9623944390130957,0.919809564212256,0.7226785394181688,0.6596142809292649,0.810466246521882,0.8691307675673677,0.8689868903459033,0.8620301009360787,0.859724357626276,0.8712571068278894,0.8993538638771673,0.9066984656857656,0.8955291326330362,0.8731925921605181,0.8231997013756811,0.8108857906913711,0.8825171920879832,0.93995648864107,0.9670315067681571,0.9777630319660642,0.9825021070282759,0.9859309658279712,0.989467133659933,0.984700420272189,0.9696327626751289,0.9116428753258677,0.8284870467772169,0.687888204081738,0.4642495632675448,0.30278069840039523,0.2640952968865707,0.37177268706210137,0.37039328573504104,0.35409747719749823,0.4009089711256505,0.5052378081862033,0.6730719931367731,0.7918866067991989,0.8278978551504986,0.8294309503834066,0.8260938996765974,0.8687265300160331,0.8175498097136625,0.006657464460546632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0.785714286	"0.07847610704435846,0.0839067546405492,0.1018054705070516,0.12255708001361232,0.11618931216991449,0.10564932717479913,0.08667611226355386,0.07764717990404577,0.09810014911717399,0.11925601709917426,0.11947487057419345,0.12125323685334724,0.10327975997790424,0.05898438136696708,0.06373258801780625,0.0770068127077997,0.08397587277243176,0.07994574147221734,0.06500241534230997,0.03995400402739661,0.05768283475006809,0.08721776119835283,0.08847450735111699,0.09989209278617142,0.08554975763695692,0.0715163876763981,0.07177901425044764,0.08480522256153436,0.13092087512056744,0.14536358003424793,0.13903861772568318,0.14187459099452007,0.14150139020451402,0.110464977487181,0.07011621179733162,0.06824500987736784,0.08105055110355545,0.07974111887698909,0.06507411249933767,0.04834169046111719,0.03467930319466156,0.028316210058276396,0.020860547560353476,0.009172302930853887,0.0048583268012152795,0.008876710337292633,0.012100685378558728,0.009924990712566403,0.003819900551675093,0.0,0.0013341190952942598,0.011499011953825158,0.028596486765677758,0.03699772395933975,0.0339973699006733,0.029556112528531107,0.02184657084261004,0.00943823195921684,0.0048215505979857165,0.014315606665493735,0.030861371733887772,0.036298926121734396,0.024110302709624838,0.013019142166295395,0.015145565550284183,0.021191395605486336,0.022438354756958295,0.019500070035066337,0.017181051814203003,0.01617948435647875,0.0119927372335016,0.005519323189274604"	9	3
"RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying_3060"	"GTF2F1,POLR2A,SMARCA2,SMARCB1"	"0.49837978305924563,0.40375196066627134,0.31321560981183233,0.07097672747682333,-0.10567964080261542,-0.0631704810692516,-0.002970633330946234,-0.051574510427405386,-0.0018336866337890407,0.07437646021887696,0.1317222541268018,0.12531606913520307,0.0280257243941901,-0.041421089091783936,-0.07209265243543443,-0.09408864961221468,-0.13649238687492565,-0.19752900841323598,-0.24741663579392145,-0.26936188975444214,-0.22854102218203698,0.038674894573525874,0.32913157805357535,0.421808477777932,0.22389496568851117,0.06491410856734307,-0.014734603530396554,-0.06181223701655721,-0.09395522524049797,-0.11875873370439216,-0.0913547791802185,0.024500192171898194,0.09334215195149421,0.11554788682529944,0.11798983689523741,-0.3585572760165815,-0.37816836318691716,-0.37942868227033644,nan,nan,nan,nan,nan,nan,nan,nan,-0.19973009291246416,-0.21870493768278285,-0.20508131716995584,-0.1826257235600793,-0.17360135683109199,-0.1898293736216845,-0.2314494331548149,-0.26763828825793917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	16	"0.03249136489261258,0.06503152336413263,0.12072438916874678,0.16459563917203943,0.18444102258598893,0.1889868147337708,0.194834338191319,0.20676941398142545,0.21252088149045714,0.2741224744924257,0.45413278849697525,0.5885144155088303,0.6205797182350027,0.557558578942601,0.4325563739115414,0.31780177114012714,0.22076585136741977,0.1908265595416991,0.16270879997978283,0.14815195004467294,0.19080565980898348,0.24246895329548976,0.29568301203074376,0.35408701563947614,0.409026630960404,0.4744694080534158,0.5043461283457734,0.47646773418949273,0.42953363063449457,0.3500482013408148,0.25411871123128843,0.16788717378978557,0.09466509041174224,0.04568167547515839,0.025132012390419536,0.03275932485100185,0.04343355713691196,0.04762957618922623,0.052104372755074214,0.08244692313439375,0.1774088242152014,0.3453148293073403,0.4896196938854139,0.5,0.38364946085351187,0.22218330365073405,0.09464331679354522,0.03684740449667468,0.020398094745873528,0.012151001399099312,0.004717405340193225,0.000880611157461665,6.750980853783214e-05,1.9597622657350205e-06,0.0,3.133532270787651e-07,1.2695647617810908e-05,0.00020569544214968502,0.0015845280395747079,0.006131611580970067,0.011982962288313066,0.011744967361253779,0.005449972725691955,0.0010821068518667043,8.481464209293585e-05,2.4911581552761826e-06,0.0,0.0,0.0,0.0,0.0,0.0"	5.5	0
"SNARE complex (Vti1b, Stx6, Stx7)_735"	"STX6,STX7,VTI1B"	"0.9829222813628359,0.9672630720671461,0.9342102965630218,0.8384710884981126,0.6539519368200594,0.6545571809451184,0.7537295366026134,0.8652457367706257,0.9398721163018381,0.9609871282872037,0.9572219746381635,0.9369946776029506,0.9264187980745552,0.94935620263719,0.970353890644296,0.971383355115334,0.9740739451259244,0.95961692674235,0.9279708433244909,0.8932501995391093,0.868675641628612,0.8393534674819447,0.8050447597118434,0.7854592638311989,0.7924658477581747,0.8395152851584271,0.8838038649329989,0.838207197312753,0.7475349995515942,0.6435891550075605,0.4600134456832405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0.666666667	"0.018687173389258797,0.031037683928057714,0.048658476340840674,0.03061556181703125,0.11105046075508189,0.1319099119313266,0.10373119356201599,0.08776538907012547,0.04903833975475572,0.023543317349349484,0.08725675726180786,0.13156717269221754,0.20257994665741927,0.245756969007253,0.19190295682316505,0.15626937559644252,0.18152648751827685,0.20045034714117885,0.19588653510488718,0.21628203030290571,0.2816240828187872,0.30760500221519643,0.3036026803051561,0.3053511467298886,0.2846331024393323,0.24916125209474368,0.20224891368882247,0.15082010784703473,0.12193924489502596,0.10124368292371493,0.08430904125272447,0.0795634899446333,0.07995871557058344,0.07743048651113506,0.07187321363428922,0.06211585700216945,0.05343120782894906,0.05049830526731979,0.050489157176817075,0.05207241715318758,0.05223019870832681,0.051424505889932436,0.053693168289960604,0.06036188378635813,0.06866335925294813,0.07016724324981012,0.06101954268615947,0.045553126184025704,0.02904830678724739,0.030655300770275538,0.049768054895349446,0.06866190194556963,0.08838260342074938,0.11783165302869965,0.13770205247364053,0.12717102585617615,0.10834751667235555,0.08968626156442572,0.07035298948465178,0.06114131218094715,0.0661259472829453,0.06765220847955747,0.05913246408947755,0.05439980031410772,0.0514496272260008,0.04274637681527924,0.0340103633901958,0.02990535660817681,0.027069928697393646,0.023382206010559542,0.013204502927125909,0.0"	8	3
Emerin complex 25_5613	"BANF1,BCCIP,CDC37,EMD,G3BP1,HNRNPK,LMNB1,LSM2,LSM8,SAP130,SNRPD1,SSB,YWHAB,YWHAE,ZRANB2"	"0.4156588675314301,0.31783350475313915,0.17753083764609126,0.15554920208666567,0.2425141516979031,0.3163162182572287,0.3543473662421469,0.38493856413195426,0.4377075079628524,0.4777404150364053,0.42941757177378487,0.27285575214066554,0.12166406698434357,-0.000872279474371441,-0.058315101599729524,-0.07269417474400272,-0.04368306151653006,-0.05488170156556425,-0.03626781869389011,-0.04501212870072996,-0.05858848519854009,-0.045230472902421326,0.05059284850140826,0.19309574437157362,0.2639920017437769,0.273989857607762,0.252710464481071,0.2201635747243277,0.18080068706177835,0.13161793918138626,0.07677051819235994,0.032496556154544574,0.12279831988290013,0.2017253816748601,0.2553137536276738,0.24627599029522082,0.21761085794234955,0.15668224680764636,0.09557491024659806,0.08212032854943306,0.0512096496517771,0.007968856094842073,-0.022993505803719755,-0.03713751737723553,-0.0466715039982405,-0.059941850509662886,-0.05026505939889267,-2.088924146049153e-05,0.08421378212219335,0.17176277313529417,0.27859579428247183,0.38442914490122876,0.46217232427163735,0.5140893758998919,0.5646347701609311,0.5607399090049913,0.6230566415982873,0.6650509236223745,0.5253000474857193,0.44840758568176514,0.46901947942777494,0.4972315105493703,0.4937250388422176,0.4651261645972245,0.505810336758735,0.62112520396254,0.7020380147791341,0.8195546900980871,0.8482746652786256,0.6394336752369048,0.6363636363636364,nan"	14.28571429	"0.11741505953689937,0.18173343402086423,0.2751599305771808,0.3360673239035664,0.3556055169568594,0.3603033218956472,0.36174249384152174,0.37029890558056205,0.38255701534924713,0.38385496639520394,0.356850815282527,0.3039427662811531,0.25553556181674586,0.2177091607484993,0.19451839109556116,0.19423413358551592,0.20296496878737838,0.20063859760593467,0.19625156825558926,0.1971403374003814,0.20711691358721407,0.21429959372782867,0.2118894338440328,0.19994674421202188,0.1741111012315102,0.15017733959353033,0.12748046840706082,0.10568627155978434,0.09507661783514748,0.08895259621441823,0.09647605481608951,0.12830722444060294,0.1605138930806281,0.16980997738949472,0.17129707477699194,0.18850925313883438,0.22091989971104017,0.25066774992085517,0.2712285806270909,0.2863695823790818,0.30363583854356846,0.332014840273061,0.35811366244893417,0.3678763912036596,0.358881884209709,0.3412735840376905,0.3367924694625527,0.377555875859662,0.4268811064637563,0.4576732469777174,0.4479046287928607,0.4328363288596602,0.43543112504524034,0.4203873746605873,0.35924603087252716,0.28227545711345814,0.24606404633975923,0.25646571615621394,0.2552879571611007,0.21506663002341034,0.17153126242480507,0.13736813460047517,0.10732698542016404,0.08674100018306181,0.07644268282326433,0.06751213920530932,0.06522064077392098,0.06937995256703307,0.07030160741885895,0.06724660782802101,0.05441103711264769,0.03713256917996746"	5.533333333	0
PAC1-PAC2 complex_3034	"PSMG1,PSMG2"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9819364257700626,0.9311248298000477,0.8398721142521712,0.8045917347088624,0.8771829814477239,0.9473171065985063,0.9720746574796847,0.9794604040738213,0.982618133185256,0.9846783035722416,0.9629825904631845,0.8996952443405318,0.9357270920048362,0.9710106904789007,0.9888368329748085,0.9956592194433441,0.9969694386264226,0.9950467687750214,0.9949365011829786,0.9955097318236965,0.9930936486719958,0.9898179066934766,0.9878251972193797,0.9864471642155922,0.9904021863889766,0.9939396020764998,0.9945802395350734,0.994614557106688,0.9958546156576016,0.9957830100708112,0.9920858694916567,0.9802279510191759,0.9323852441216468,0.7848522280076241,0.5467992128295562,0.36020304789859353,0.33538762334596106,0.48278358448682596,0.6608071193371785,0.7450751258375243,0.7622997025556899,0.7801768117195407,0.8332799871516595,0.8868298960056155,0.8952767311070352,0.8459875648044374,0.8026306148864875,0.817909142585743,0.8034982401614889,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0	"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.974210689609331e-06,0.00010190167750539407,0.0013172014881167792,0.006900211657483428,0.016849894726377577,0.024082160784073662,0.02430751307725795,0.022986718900531892,0.02972489607644415,0.03474528924026271,0.029408754121911226,0.02351597452528141,0.01913698456834187,0.0055838291560973835,0.012738450564568196,0.010140486428021261,0.01594852997488716,0.04691703757852789,0.05675565574403851,0.017409289531784555,0.04034089281562081,0.052197765899803183,0.0,0.06289213898495027,0.05811936776356175,0.015132250589001861,0.011450422304577768,3.95138130906969e-06,0.010895709375963125,0.024989952279455635,0.05462248040451825,0.04533631500823512,0.014108374160340498,0.03590295457067272,0.1018980336695462,0.20898055830658502,0.35882531383124316,0.4541797727123617,0.41363215945863535,0.29663137334378253,0.20500118929037317,0.14420208604465717,0.0908497417188633,0.05310203365526327,0.03652983016848638,0.027583458563530665,0.02016980226667341,0.01462896696020669,0.009022553543778967,0.0034940270407535787,0.0006496052676507761,5.1138346504509456e-05"	6	3
