ID	MB	COR	SHFT	DIF	W	CLASS
FCP1-associated protein complex_811	PRMT5#POLR2B#GTF2F1#ERH#STK38#WDR77#CTDP1	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06456125186338103,0.07225084888441363,0.10770288892951418,0.14302581652488677,0.17246908956163565,0.19712134889143623,0.1818032579714487,0.13595215075138026,0.1306472326986175,0.13061194050735664,0.1048197162472644,-0.020126094625689324,-0.044918519576104154,-0.09076372516729081,-0.10849790153575009,-0.09975458368559281,-0.06744725372931837,0.008808904280624908,0.09121495709779874,0.13297781090278427,0.15607929789934505,0.1421162312069595,0.12583956404680838,0.11507146334125667,-0.021572765375826405,0.0211381722681072,0.057439079052933245,nan,nan,nan,nan,nan,nan,nan,nan,nan"	12.0952381	"0.01693677815269442,0.04560767503638224,0.08586342550600073,0.11010074263185984,0.11891807734946214,0.12713068206007624,0.13366501333920264,0.1406546228869373,0.14868110907020385,0.15128085590081822,0.14607151152667988,0.13612651039131532,0.11981104095722829,0.10165566259865542,0.1003658192574968,0.11382147319474105,0.12850053156931307,0.13639821596250817,0.14059282411163765,0.14388739783693477,0.15727640109976213,0.18135839132740766,0.22007054163893922,0.27613657108444717,0.3071633801921125,0.3401111901160401,0.3813527946307213,0.41649180444237704,0.463072176661585,0.48164263203830293,0.5146648899562682,0.5320052258041674,0.4942732720073399,0.397815587131157,0.377587862791512,0.3997929690793953,0.3728387072337168,0.3111172814003766,0.24139570358849718,0.18914594636458834,0.1825115629713288,0.2562442565727558,0.3160587209664268,0.311945695550489,0.2397765459298967,0.13791425674945132,0.0605790524001521,0.02698262939790615,0.038119609207631966,0.10757473591136676,0.21398153939324893,0.28615146171911193,0.2799446215207511,0.2262090095203012,0.181027579519682,0.16520566829743139,0.23466625068370545,0.2957796625681678,0.2566729822841324,0.15649544660135697,0.08667802815717308,0.05415870789873391,0.03781441800256706,0.08192229794124742,0.16571202508265334,0.19023355651236118,0.13396747705992332,0.053708683336833325,0.01010026236277661,0.0007760024878233026,2.25499622190101e-05,0.0"	4.428571429	0
Postsplicing complex_814	RNPS1#UPF1#RBM8A	"0.15884481773583523,-0.11550525758614634,-0.22861633105960957,-0.12412166075873994,-0.02683422473545734,0.018141366421742095,0.043317621393644555,0.021916585080599276,-0.007635868235092325,-0.033200245705626186,-0.051341922440564715,-0.049469688441974004,-0.12525787723296086,0.018105051740362258,0.05988471573339496,0.06418369137268856,0.1028612401208614,0.07901769549697095,-0.0575688525420823,-0.18690742863310558,-0.11722521937443751,0.0902265321055145,0.09790665084123061,-0.006422991199970356,-0.06028217526414336,-0.07327100853378325,-0.06641553780374744,-0.06802192758198763,0.3333333333333337,0.33333333333333354,0.1871509415193974,0.26186125342261685,0.296109344286189,0.29299716436361073,0.27830696971221963,0.2512149184068105,0.18834284075758503,0.05825493447775354,-0.07833857897270778,-0.18535876335100288,-0.26277955057657804,-0.2865651426166058,-0.2497128768200386,-0.19525914669986444,-0.16247097400193652,-0.15534892584196439,-0.1659747232445395,-0.1807807538937223,-0.18365889539810953,-0.1699950610663777,-0.1455579466440538,-0.11217161910323271,-0.05549467402124319,0.038788431158158165,0.333333333333333,0.33333333333333287,0.3333333333333328,0.3333333333333326,0.33333333333333176,0.33333333333333,0.33333333333332776,0.3333333333333251,0.3333333333333204,nan,nan,nan,nan,nan,nan,nan,nan,nan"	24.66666667	"0.05215340060972004,0.08172607350894717,0.12777284084702828,0.14893038483849588,0.15267917653489593,0.1673901395115631,0.19560100711513542,0.21937584198786375,0.22372243818528822,0.21233892076279184,0.2034613281931744,0.1942627968457057,0.1823540328121895,0.2002040063083305,0.282953744973558,0.41007965928460544,0.536572122587118,0.6303437833669875,0.6666666666666666,0.6422667438710026,0.5972785558613131,0.502825725323129,0.358413965397534,0.22096250067875967,0.09123023321883166,0.018095493279717514,0.019923142073953327,0.021513235744939824,0.022062596994901113,0.019546510442190447,0.01534687167748402,0.015882235251679182,0.024611134768116397,0.037295013482506,0.048076356475117814,0.06556931255475236,0.09059363250520258,0.10373151610713353,0.10733667792865918,0.13102379113765653,0.218517494705923,0.3909488811098342,0.5775033650236264,0.6666666666666666,0.607435505743631,0.44215132031370846,0.26731244258086345,0.15194943928254204,0.08221635672507986,0.03510817970576093,0.04244493429295029,0.08022752056943186,0.1729309686231557,0.35557106748985445,0.5743901466148622,0.6666666666666666,0.5393915014899641,0.30989393435179635,0.14081853754146692,0.06177247841872344,0.03377805056468444,0.02273370583527846,0.014546319996764888,0.00853070238001395,0.0041145165220820455,0.0012679086750227925,0.00020331492118790974,1.4475394727517146e-05,4.004033843917595e-07,0.0,0.0,0.0"	4.666666667	0
MRIP-MBS-RHOA complex_815	PPP1R12A#RHOA	"0.37366642877738754,0.043386225153431275,-0.30689890015586324,-0.6571687247049318,-0.9164039721257009,-0.9742855142454809,-0.8794739155279969,-0.7407883441399467,-0.4024965264051912,0.47379103947598034,0.5909609403441953,0.5928662067759517,0.5466028409025264,0.45532559250511484,0.31602669314813736,-0.16691526319662095,-0.781590847373121,-0.8112053083333074,-0.6179147732896881,-0.26838874601753165,0.15578645609033737,0.5143361333279256,0.7494756285071295,0.8860462659618368,0.9649439209441213,0.9845962443183919,0.9648414452538434,0.8793680589838268,0.5252869613670382,-0.5452124578835312,-0.8402454413825889,-0.5192942033750123,-0.14107714847286573,-0.3265618073149337,-0.7300149498362258,-0.8732735788525605,-0.9256690543600692,-0.9452624737027765,-0.9362779808148087,-0.9145956217774585,-0.9035935495881626,-0.7784683144951667,-0.4658896456856764,-0.31556489063407595,-0.26648601874958516,-0.2599315734876996,-0.2857110968577362,-0.32769178485509076,-0.36240708229313806,1.3019006347661737e-17,-7.96415145241237e-17,-1.471172761382363e-16,-3.945248137390861e-17,4.984671081927155e-17,4.9169856838762504e-17,1.0188481685792509e-16,1.7655525858157311e-16,2.881062241700631e-16,3.2161641108285545e-16,2.9388831899499883e-16,3.775809477235085e-16,6.202223647008477e-16,1.0391251232795033e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan"	16	"8.277969232012874e-06,0.0002543749385949836,0.0034004106909136583,0.019287643473068345,0.05312621297281754,0.08198192761723717,0.07417262039483506,0.036192584276050155,0.006204648673129191,0.011072026241180831,0.028629018603005686,0.03890964223455784,0.04117488761635731,0.041502861825140895,0.045974232628408246,0.058460356434056844,0.07042274559251793,0.06398411738108599,0.006948458429874113,0.11002437485346983,0.23072216023681613,0.34476877406023065,0.504921919053293,0.7189548375700747,0.8889216050717554,0.9428608973440742,0.8164555929225313,0.5571123989117402,0.3510496642711824,0.2434720871707987,0.20411522150809608,0.2046835023028018,0.2041226816445523,0.18406801456294258,0.15885024491415353,0.14554894051180106,0.15083702813439612,0.15994215765058067,0.16607017839192623,0.16476095904027308,0.14471509421403517,0.11116389723179561,0.07234352988242153,0.03704089924373561,0.005169592934972579,0.02411305130027301,0.04010620779093595,0.04828499770492772,0.05313664579528082,0.05520530957916078,0.06996770953781009,0.13647708709561646,0.33524457522193174,0.6948404695158086,1.0,0.9838290701351949,0.7069386488401395,0.3936920552823063,0.19652068198330297,0.11560840472046417,0.09241608132041872,0.08174802256440068,0.0655601949290657,0.05098691992867056,0.041733750035936,0.03526534385290169,0.031880746649591424,0.030740635767312768,0.02890113909175248,0.02717547040009316,0.02193039105056802,0.013909104242226376"	5.5	0
20S methylosome-SmD complex_819	PRMT5#CLNS1A#SNRPD1#SNRPD3	"0.4981761896946122,0.22971571532725035,-0.11168063006081234,-0.2247478156423676,-0.20507983320952725,-0.15573769961017647,-0.13369347206427348,0.05284339667717123,0.18201543026777642,0.19976122358006368,0.24421791705632642,0.4036040203879742,0.7023271072171093,0.9344676168828011,0.9215340326085936,0.6599472134081577,0.1892790145788663,-0.09637215085912111,-0.2238250481839482,-0.25980870241233206,-0.24877499878070794,-0.19298686948957364,-0.08706181143188176,0.020613006959690854,0.09369264398830035,0.06879524725001936,-0.07291194278320706,-0.19423083837773766,-0.2524399523680623,-0.2683392237309447,-0.2417941780862494,-0.11876875557435845,0.04889883446901041,0.13004114844052025,0.11886410966191936,0.10638494848413953,0.15591162104953993,0.1900563476735285,0.19369461447314654,0.08382359737661897,-0.08061699881741947,-0.17437837964123837,-0.20264998047170146,-0.25842608458108435,-0.23123038431470663,-0.17600199005627248,-0.10413691079199539,-0.035161597114236026,0.04111092354588319,0.14315835501998533,0.24378503763978485,0.35981206962799667,0.5043247552116816,0.6917778492738788,0.849216546901923,0.889370588147683,0.8211936898784663,0.7204701683902749,0.6610224548734857,0.6387147526523628,0.673580159283152,0.7318040898160266,0.7587949363862604,nan,nan,nan,nan,nan,nan,nan,nan,nan"	5	"0.12273731859011938,0.19190428634631826,0.2732495207816414,0.30506003722413716,0.2999554473398721,0.2967048027311882,0.29277954186942384,0.2918135569681958,0.310837064830112,0.34769960290943697,0.38009995754884746,0.37971248236059923,0.3492710391536529,0.3082540781359031,0.2902470081421114,0.3081520769936722,0.33134287387113426,0.3332728308299377,0.3267802544211286,0.33032754063560826,0.3589402297316355,0.3846837364286279,0.3808485991030524,0.33106327854782774,0.227856619193716,0.11512589505607933,0.10172443754940332,0.18133527012219527,0.2612876880106923,0.3270742493965206,0.34102397412982866,0.2825236941342519,0.20097161294854762,0.12316254000238559,0.17993120306131916,0.33162254891582016,0.4837924180947894,0.5637254835666666,0.5333961144534924,0.4430788213149463,0.3456796878474762,0.27582047142400407,0.23260265531801508,0.19268599673945505,0.20621477678619815,0.27858386813724667,0.39842980823280477,0.5333098730153973,0.5963419316792992,0.6021360522159599,0.5912057066086532,0.47979772575883084,0.3410270163664293,0.23967497681332564,0.1656323752324216,0.10379687033468248,0.06912123445703575,0.06256144396633437,0.06381846412031551,0.06681203072951727,0.07692859520660648,0.08315965491252442,0.07042339609332476,0.04687522503280082,0.03817766234794514,0.030700086042397892,0.02238240194475286,0.01603169975940373,0.01129371902654034,0.008795598729378296,0.005128753312283469,0.0"	7	0
"SNARE complex (STX6, SNAP23)_820"	SNAP23#STX6	"0.9983406047063765,0.9987302958966668,0.9988541970012423,0.9991847164499211,0.9987909986412077,0.9917127607631939,0.9830934628093709,0.9841638360966196,0.9822527340375268,0.9766535759041062,0.9716010263652446,0.9510139523455792,0.917315960516406,0.8503394623487888,0.7461358409546733,0.7815110848753217,0.8241118692933816,0.8262580785460335,0.836551327466318,0.8791563123940928,0.9233244137789111,0.9397981172971646,0.9441078670433198,0.9403455499556492,0.9237272060946787,0.8925421133041388,0.8485330867595378,0.8225157470472543,0.8327224302935586,0.49937480485361,-0.14957129285366422,2.304953042345748e-15,2.094937965161942e-15,2.0253269359105016e-15,2.1515953484465216e-15,2.311628006902463e-15,2.423546905064344e-15,2.7852849671415322e-15,1.880120215764629e-15,9.032892841296905e-16,7.866052512162542e-16,8.882647606516956e-16,1.085657312142603e-15,1.1265608411161407e-15,1.165412858229188e-15,8.5799545030816375e-16,1.0048865485360849e-15,6.973040871508281e-16,6.861945463539628e-16,6.94378653805779e-16,8.922640251461953e-16,1.1411405955786556e-15,1.7172260271194084e-15,2.8722376969647294e-15,6.050880581008007e-15,7.840140029958247e-15,6.745642721528981e-15,6.551476630729466e-15,7.756585915989481e-15,9.738677953734423e-15,1.2841315578285026e-14,1.1403249468808933e-14,8.66471894069993e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0	"0.054648153192626274,0.038488582457657294,0.0180046960946878,0.009621841493425876,0.028277590426049715,0.02047613057660025,0.01558087354897586,0.015877522424258994,0.00981730132043579,0.0,0.019984506408446845,0.03339086058811014,0.020355781560589814,0.008639142564454194,0.039076472823827424,0.0775284425061259,0.04164305331352702,0.008546836107347522,0.013403576846989784,0.03005154903248497,0.10630519421036377,0.17438128689397397,0.23880939377103172,0.29489056514536527,0.2944205830961129,0.2650275773441719,0.2673983658089377,0.3003859430692779,0.2969340716755439,0.2212045022992602,0.13082883000209158,0.09192593097800342,0.09430131625203059,0.11342052756522268,0.1364016801614551,0.1455379343194364,0.15396731049964285,0.18609869670598803,0.2361422364642187,0.27732901684148437,0.2982027448546728,0.3271676847188128,0.3598936329677803,0.36672930525605135,0.3520743748183871,0.3523871471300979,0.4260075918219556,0.57034922200661,0.7426113888322045,0.867818048667059,0.8645409251119092,0.723763278770915,0.535626766866133,0.35239244078422144,0.16939329129031588,0.047679163448368186,0.006292966807621931,0.0,0.004734903793540094,0.027797115141072568,0.06335734667223754,0.07569975514682532,0.06853198293249553,0.08173960609398982,0.11582601124208038,0.12998728686258837,0.12145501161124196,0.11023667420803769,0.09851116585611584,0.07898683981313685,0.04314407811106497,0.017573107010029693"	8	3
"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)_822"	PARN#EXOSC10#EXOSC2#XRN1#UPF1#XRN2#EXOSC4	"0.41509813134114765,0.22211331446181448,0.16777834078982395,0.29386829009413934,0.3528187204763934,0.38936612306957147,0.44404149624696854,0.6376377079607074,0.8272034208378775,0.8498560391176243,0.8127768380541456,0.7751506667269061,0.7192120233512156,0.5219306360239467,0.45550242740049385,0.44313384199020756,0.3937971127915042,0.3154695719661458,0.17616478145850856,0.13221742891549487,0.13912504388916794,0.0821097808287367,0.13927218584456286,0.30720245602697893,0.3200642957212412,0.21397965183624015,0.16201047857709988,0.14546842524623993,0.1772790418172118,0.2492321212750285,0.22901285282184497,0.18265496084985053,0.129071407685091,0.04939729942749873,-0.0303013039887745,-0.08994577932851368,-0.12410269949581254,-0.13957982492175694,-0.12493614572772513,-0.05965766921948227,0.026544526457946985,0.118863909675301,0.11515387859313,0.18672761303328758,0.24833493847519394,0.29251172283177285,0.3118046817351985,0.29318437291144117,0.1964367248542025,0.12117091148348381,-0.01880133470611671,-0.012593920975590337,-0.07732395778249179,-0.06597902846639175,-0.13269335612985747,-0.13992699510292222,-0.14766314797540875,-0.14646025372580673,-0.14630861594175054,-0.14441919877831588,-0.13398363073333078,-0.11829629248500373,-0.10713126886886053,nan,nan,nan,nan,nan,nan,nan,nan,nan"	1.80952381	"0.07924099507069873,0.14187731852081353,0.24811482857087502,0.36130669396849896,0.43432651699014374,0.4050773095548902,0.3854673488379288,0.3660851707370187,0.3913318530833856,0.3930165636638818,0.33446568798364007,0.30018900198572934,0.29832454584786755,0.27472592967514947,0.19665055073670942,0.13249875517163862,0.10958378732981484,0.09352036201719234,0.06974133786593882,0.06720123370403915,0.07357992971968422,0.06837924258527442,0.05911405631558415,0.04589573688273281,0.02441290120736366,0.014495608475727126,0.02085381519582373,0.03564577253462182,0.04398642169342372,0.041677370764782444,0.04687399304110146,0.09453763909513574,0.1443575374552505,0.1607500360328705,0.16202231095977046,0.17696671742618092,0.17752539847505514,0.17265065428264453,0.18432288967152363,0.20905734423493674,0.25981029385258003,0.36032080132666017,0.4836334963557245,0.5265371260007199,0.47717075158963285,0.3655407554262734,0.32253652807173055,0.3226295243644386,0.3125923966604518,0.25684955304623874,0.19061542418946598,0.11368506576354888,0.04227012003228983,0.011349739010486859,0.015309988935901039,0.02187113000960475,0.021775875466128903,0.015461235397770515,0.007936848012861212,0.004192487726325358,0.009657959532902965,0.01937759611241033,0.021617086317769058,0.015601248133584763,0.006611697354700529,0.0017192468074080016,0.003438173565273757,0.007816997996100241,0.010764116207417159,0.011739731060524191,0.009665354100105808,0.005208286862392227"		0
20S methyltransferase core complex_836	PRMT5#CLNS1A	"-0.0755502026625653,-0.3751383563813723,-0.5830955542068519,-0.61069063745747,-0.4719616038153242,-0.0648947418531166,0.6059835249933936,0.8637889601382125,0.960619138619377,0.9936909088154087,0.994253271108469,0.9871716268633135,0.9870451559510773,0.9918513895020467,0.9910915433829828,0.9887795136817428,0.9889929945298287,0.9950406866870339,0.9907592084902989,0.9745434087064698,0.9571782163707027,0.9343246800519874,0.8935106484413164,0.8220275996277194,0.7362283927224137,0.6907481390306004,0.7247875889445965,0.8052109535858472,0.8758710622949757,0.9245904716398837,0.9556386423550535,0.9750755373716479,0.9780769291197686,0.9068314192746395,0.5043977191873346,-0.1701540177724716,-0.474262049584921,-0.5544604690522152,-0.5569191090322334,-0.5564024346924307,-0.5801249987727627,-0.6014482060352997,-0.5942689787905489,-0.5183758797932071,-0.6081817120663872,-0.7097681790204048,-0.7608177071544169,-0.7947921535783713,-0.7879456861443581,-0.7072498790770361,-0.5607711553038444,-0.35727015903105624,-0.06094179086341338,0.37492693063633165,0.8008631666256518,0.9754828793403045,0.9609056810982399,0.838714453003945,0.6810711528522085,0.5161894960630627,0.4318645305783933,0.45239226820590034,0.4904097110380227,nan,nan,nan,nan,nan,nan,nan,nan,nan"	2	"0.0004617136525537827,0.002280452723999123,0.005390482451750909,0.006062924439364967,0.0024626845957806155,0.004966591315836901,0.01738613444099478,0.028443856492588054,0.030163357956401925,0.028141778934613677,0.027004731585253135,0.024365195125339842,0.02502295994867133,0.02625064067571841,0.025368916423972362,0.023858842393009838,0.02041104781559556,0.016433905652074816,0.014086232471805064,0.016107131689793316,0.022164730006805203,0.023331678054032634,0.013447494335896787,0.006570968536701943,0.04015665784398764,0.09869557803361553,0.14368429753729,0.11422755278182462,0.019987181438659962,0.11691549978493299,0.26183682631045724,0.38517739941882967,0.39867228724864456,0.24615588666880717,0.04312823275071326,0.08677712091299211,0.13908246707597896,0.14621831978762678,0.13892186949286933,0.15298625356572276,0.1903778988468442,0.22305237305078943,0.2471981927016094,0.29260888812606406,0.38881796590113304,0.5484736670570247,0.7603741367823448,0.9602296700040555,1.0,0.8638353653481985,0.6877325803714969,0.5087838878508172,0.33972763848998994,0.19969470604034206,0.08968065438770179,0.020547788893911248,0.0003124389714369846,0.012027565161205643,0.02409095542877181,0.025351947186993396,0.02381120381592391,0.022777286124895952,0.021058236886144215,0.021720045218604267,0.019886562457238834,0.009812275399184832,0.002034499118080072,0.0001625970266661455,4.8358187290225175e-06,0.0,0.0,0.0"	5.5	3
Disc1-Grb2-Kif5a complex_840	GRB2#KIF5A	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.34136173985502705,-0.2898021932252527,-0.25477141864842884,-0.24063750949365614,-0.25058153682109857,-0.2736887590653219,-0.2944944252935806,-0.3270478971042232,-0.3770461727014156,-0.40424948773513736,1.0677321820709175e-16,5.350747792894441e-17,-1.2223232115314508e-16,-5.1847736847927064e-18,-1.513626580634604e-16,0.0,-1.1563352220315475e-16,-7.428134623494551e-17,-1.4901797784495687e-16,-2.7030128345556185e-17,-1.9705719638317962e-16,-4.068021042811945e-17,4.6433155993031514e-17,7.546015626982503e-17,-7.255887469764779e-17,4.6412517034692215e-17,-3.747520225712165e-17,1.8235062719543894e-17,-1.9767216633190757e-16,1.806496877503412e-16,4.066359226717603e-17,-1.0078066847639536e-16,-7.790559545024063e-17,-2.1991341396075147e-16,-2.1432508109304113e-16,-9.946890188663984e-17,-2.37541364564994e-16,-5.79550228758532e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan"	34	"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.348804457797256e-05,0.0031892714666727725,0.0409324833679739,0.2109900524287309,0.5032997546264949,0.7423180349538869,0.9217027026833047,1.0,0.8952238700774477,0.6698096927344807,0.3849268111903468,0.16464911039077276,0.05055739272025698,0.008600519166565108,0.0006379911166230222,1.7630088337168918e-05,2.050703704140098e-05,0.0002640484003394009,0.0013680545562839207,0.0032501734384664323,0.004580629644005285,0.005279252866183176,0.005180835719010346,0.0033740740425027716,0.0012096954814258204,0.0002103108549997995,5.745174646911231e-05,0.0005486651487201405,0.0029430235464458754,0.007762616625667527,0.014204298225555698,0.024315018879130842,0.03542103577740958,0.03877627982777527,0.03929176614323555,0.04792319235425646,0.06931650446994743,0.1362211247486812,0.32471054189077714,0.6358222516487173,0.9158826072620482,1.0,0.7870344371763365,0.4345517144581765,0.19009564479769153,0.08559955514620593,0.04464358597724582,0.025867962719095944,0.016894781777637445,0.011662817424485604,0.007510942137658693,0.00395487794027084,0.0018376445657050742"	4	0
RICH1-PAR3-aPKC polarity complex_847	PRKCI#ARHGAP17#PARD3	"nan,nan,nan,nan,nan,nan,0.50910397468432,0.30019733147049404,0.09454458789875193,-0.015437319463491398,-0.06360814603053555,-0.11106528337394546,-0.12293495177805629,-0.09951122852093645,0.03923337309771391,0.3724368231787573,0.5603063626527005,0.5682212113950371,0.49707869129046695,0.3753813588526025,0.14010035561709347,-0.019565616600218976,0.0007241616647480908,-0.0414606142412211,-0.1113578810116928,-0.14115898840684346,-0.1721936043100835,-0.21443218691099494,-0.24598157892059866,-0.2748258706986486,-0.2961442693236197,-0.28040362435836536,-0.23870224790896113,-0.24113687617339177,-0.263062697031625,-0.19170297959074198,0.058075039133154545,0.3141663571343235,0.40943011835106136,0.39016576397688185,0.07377469292504764,0.000553282786137816,-0.09429646860244166,-0.16974484123096392,-0.19297561853175646,-0.16994250704875435,-0.13985131327109435,-0.11005937215074986,-0.0457954974245286,0.06128900641818322,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333335,-0.3333333333333335,-0.3333333333333335,-0.3333333333333335,-0.3333333333333335,-0.3333333333333335,nan,nan,nan,nan,nan,nan,nan,nan,nan"	9.333333333	"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.057938095209686e-06,0.00020490736968054217,0.0025878325603636934,0.012745043214704953,0.026652255258595242,0.02878949387976602,0.024449653750525435,0.020359837987631902,0.00981874992328304,0.021329464480801044,0.04552183954564056,0.10659883057539173,0.2242117327102302,0.3759702028889302,0.5441851620603867,0.6551643287141802,0.6280717771696823,0.5426142623356891,0.4439949437256709,0.333454460019305,0.2405093643255447,0.1420223840286381,0.04850867506623583,0.07912493319433854,0.16064897918224086,0.27407005860876366,0.3737539386808339,0.45503350360454525,0.6025407014938211,0.665308491150406,0.5996448739881935,0.4714621182628977,0.39127600247429495,0.44151100919532665,0.5801283607600909,0.6666666666666666,0.5701265011184286,0.36816205398949253,0.15101473400122176,0.029266258247826162,0.06307987279762788,0.15881925608133765,0.24174971051659813,0.2723817477817971,0.21520077874607177,0.09397172020219308,0.018377456856319824,0.0014342478896365721,4.205458531680327e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"	6.333333333	0
"SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)_859"	VAMP8#STX7#VTI1B#VAMP3#VAMP7#STX4#STX6	"0.9880365390856963,0.9752990687266385,0.9489500990719888,0.8877175095877119,0.7701067179075303,0.6879676669254596,0.6299963277648122,0.5908436364706627,0.5922719060270815,0.6377731457305263,0.6950188583370274,0.7391630075580048,0.8010189144911428,0.8848541542341741,0.9491240118467033,0.9736871466164371,0.9744974805780615,0.966921666658076,0.9539155873195659,0.9397321481801176,0.9296245752117012,0.917489530434259,0.904136090815471,0.8940072691661659,0.8863564047647602,0.8845830481293989,0.8668988020689713,0.5559690806373928,0.3716194297227758,0.06991373829509792,-0.05942613631184065,0.02927649029044675,0.11794121956780394,0.20069166985871054,0.2326962957737146,0.18277606440280472,0.15070676724834695,0.14621379132154275,0.19773995005356576,0.2586275363278838,0.20135415289859196,0.0887001723861749,0.07954016966185293,0.07374646589947753,-0.0771015767914038,-0.055803260654443326,-0.03141132802900335,-0.012986889323379488,-0.017898955887955113,-0.031233363593935987,-0.03566704853438388,0.010468188407233573,0.15186042253473198,0.12288228473088718,0.11775602887587007,0.1275177150105609,0.10016901072808619,0.06610087140002001,0.07805378623472954,0.08930867424031902,0.08716395242967444,0.12815409979974787,0.20627814758854487,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0.571428571	"0.032782922108115585,0.04119786698491819,0.0492767851236967,0.0357880876866654,0.09043897535404795,0.11962414926375746,0.11342885053294766,0.1077001913180749,0.09274166394851781,0.058150488731993126,0.06287505642826216,0.0751599008462535,0.11159046913869529,0.13672794161863594,0.14165996464971253,0.15584783107643757,0.18460215145781672,0.20206619643003979,0.19955261290408094,0.19937412653875156,0.22770299620947596,0.2476091344215177,0.259184862438376,0.2617929704998459,0.23121356521876377,0.1950556699949978,0.1705940564422087,0.15447420831814598,0.14368492093044086,0.13103249474541684,0.11820491956085288,0.10794883321390246,0.10187831895882506,0.10040851952494581,0.10531068903728,0.11035400206455279,0.11411674035568288,0.11510880687369393,0.11400552864055716,0.10576160277475959,0.09812266610743367,0.08788497294395249,0.06759003496130579,0.05488675966264934,0.05446415887835766,0.05237446661751679,0.042972320394049586,0.027284318840316416,0.015268950495448899,0.0171152323899987,0.026797496049861307,0.03397565197811799,0.0404214250393331,0.05793464021355473,0.07684002611857906,0.08098481272630471,0.07587186523152877,0.059495246617552414,0.041558306903884255,0.04199161731459724,0.05412697628200623,0.07789925016053874,0.08449459661740845,0.08691905972615344,0.09260869598930499,0.09148249666452689,0.08171882051274808,0.06639773214310203,0.05599654460354336,0.04976788142443576,0.041811830287808494,0.031710405365525815"	8.714285714	3
